File,Score
TestReal-P00603.tsv,0.31704896688461304
TestReal-P00236.tsv,0.33409133553504944
TestReal-P00418.tsv,0.318775475025177
TestReal-P00602.tsv,0.321824312210083
TestReal-P00056.tsv,0.31652721762657166
TestReal-P00462.tsv,0.3255954384803772
TestReal-P00147.tsv,0.3196932077407837
TestReal-P00289.tsv,0.3270091116428375
TestReal-P00615.tsv,0.3183746933937073
TestReal-P00181.tsv,0.33354291319847107
TestReal-P00239.tsv,0.31956663727760315
TestReal-P00127.tsv,0.3275400996208191
TestReal-P00130.tsv,0.331453800201416
TestReal-P00074.tsv,0.31590038537979126
TestReal-P00579.tsv,0.31890302896499634
TestReal-P00598.tsv,0.32482221722602844
TestReal-P00465.tsv,0.3509015738964081
TestReal-P00308.tsv,0.3220950961112976
TestReal-P00225.tsv,0.32649552822113037
TestReal-P00584.tsv,0.3256416916847229
TestReal-P00132.tsv,0.33685576915740967
TestReal-P00650.tsv,0.3198316693305969
TestReal-P00637.tsv,0.34302252531051636
TestReal-P00530.tsv,0.31828072667121887
TestReal-P00537.tsv,0.3247334063053131
TestReal-P00509.tsv,0.31632885336875916
TestReal-P00054.tsv,0.3264850974082947
TestReal-P00645.tsv,0.36372053623199463
TestReal-P00303.tsv,0.32087984681129456
TestReal-P00545.tsv,0.3247503638267517
TestReal-P00247.tsv,0.3420531451702118
TestReal-P00178.tsv,0.3151056170463562
TestReal-P00483.tsv,0.3415833115577698
TestReal-P00343.tsv,0.33245718479156494
TestReal-P00437.tsv,0.3176816701889038
TestReal-P00232.tsv,0.3360036015510559
TestReal-P00606.tsv,0.33142074942588806
TestReal-P00488.tsv,0.32943031191825867
TestReal-P00137.tsv,0.3121187388896942
TestReal-P00611.tsv,0.31874701380729675
TestReal-P00142.tsv,0.32717111706733704
TestReal-P00248.tsv,0.3268745541572571
TestReal-P00410.tsv,0.348582923412323
TestReal-P00482.tsv,0.3257506191730499
TestReal-P00647.tsv,0.32140427827835083
TestReal-P00331.tsv,0.33943769335746765
TestReal-P00333.tsv,0.32305869460105896
TestReal-P00477.tsv,0.3689807057380676
TestReal-P00607.tsv,0.3210645616054535
TestReal-P00291.tsv,0.3256720006465912
TestReal-P00119.tsv,0.31667929887771606
TestReal-P00322.tsv,0.33741673827171326
TestReal-P00572.tsv,0.375083327293396
TestReal-P00413.tsv,0.3414832651615143
TestReal-P00151.tsv,0.3273867666721344
TestReal-P00262.tsv,0.3213560879230499
TestReal-P00608.tsv,0.3388531804084778
TestReal-P00478.tsv,0.3357713222503662
TestReal-P00264.tsv,0.3206881284713745
TestReal-P00504.tsv,0.3181092441082001
TestReal-P00350.tsv,0.3124617040157318
TestReal-P00654.tsv,0.3193371295928955
TestReal-P00614.tsv,0.31289929151535034
TestReal-P00200.tsv,0.3341895341873169
TestReal-P00405.tsv,0.3803228735923767
TestReal-P00133.tsv,0.34055954217910767
TestReal-P00453.tsv,0.3521767556667328
TestReal-P00066.tsv,0.3416317403316498
TestReal-P00570.tsv,0.32539093494415283
TestReal-P00141.tsv,0.3313480317592621
TestReal-P00120.tsv,0.3289813697338104
TestReal-P00498.tsv,0.3243196904659271
TestReal-P00186.tsv,0.32946544885635376
TestReal-P00653.tsv,0.31649768352508545
TestReal-P00512.tsv,0.3325946033000946
TestReal-P00223.tsv,0.3200564682483673
TestReal-P00300.tsv,0.3091792166233063
TestReal-P00380.tsv,0.3255700469017029
TestReal-P00626.tsv,0.3366910517215729
TestReal-P00622.tsv,0.31790852546691895
TestReal-P00136.tsv,0.3322976529598236
TestReal-P00304.tsv,0.3376070261001587
TestReal-P00197.tsv,0.3560521900653839
TestReal-P00216.tsv,0.370301216840744
TestReal-P00174.tsv,0.3318305015563965
TestReal-P00441.tsv,0.4247782230377197
TestReal-P00560.tsv,0.3313135504722595
TestReal-P00288.tsv,0.3171742856502533
TestReal-P00029.tsv,0.3136492967605591
TestReal-P00184.tsv,0.33664578199386597
TestReal-P00235.tsv,0.32153093814849854
TestReal-P00502.tsv,0.3113647997379303
TestReal-P00166.tsv,0.3304056227207184
TestReal-P00362.tsv,0.3269099295139313
TestReal-P00518.tsv,0.33522671461105347
TestReal-P00546.tsv,0.3057718575000763
TestReal-P00390.tsv,0.32172825932502747
TestReal-P00117.tsv,0.3302556872367859
TestReal-P00599.tsv,0.314447820186615
TestReal-P00053.tsv,0.30348482728004456
TestReal-P00342.tsv,0.3274364769458771
TestReal-P00490.tsv,0.3403315246105194
TestReal-P00022.tsv,0.33065667748451233
TestReal-P00282.tsv,0.3319093883037567
TestReal-P00468.tsv,0.3023121654987335
TestReal-P00542.tsv,0.35608917474746704
TestReal-P00286.tsv,0.3244526982307434
TestReal-P00238.tsv,0.326020210981369
TestReal-P00576.tsv,0.3300744891166687
TestReal-P00042.tsv,0.3170238733291626
TestReal-P00001.tsv,0.3456716239452362
TestReal-P00578.tsv,0.3341119885444641
TestReal-P00115.tsv,0.3290920555591583
TestReal-P00659.tsv,0.33544766902923584
TestReal-P00406.tsv,0.3363633155822754
TestReal-P00237.tsv,0.3330448269844055
TestReal-P00541.tsv,0.3396422863006592
TestReal-P00172.tsv,0.3257881999015808
TestReal-P00652.tsv,0.3365318775177002
TestReal-P00309.tsv,0.3237019181251526
TestReal-P00469.tsv,0.303523451089859
TestReal-P00489.tsv,0.3316696584224701
TestReal-P00644.tsv,0.3194360136985779
TestReal-P00160.tsv,0.333028107881546
TestReal-P00452.tsv,0.31569838523864746
TestReal-P00326.tsv,0.3174242079257965
TestReal-P00128.tsv,0.30646008253097534
TestReal-P00407.tsv,0.3376486301422119
TestReal-P00620.tsv,0.32291901111602783
TestReal-P00234.tsv,0.3089533746242523
TestReal-P00125.tsv,0.31718504428863525
TestReal-P00480.tsv,0.32906562089920044
TestReal-P00495.tsv,0.30153486132621765
TestReal-P00421.tsv,0.3331073224544525
TestReal-P00625.tsv,0.3322170376777649
TestReal-P00121.tsv,0.3311486542224884
TestReal-P00399.tsv,0.3132857382297516
TestReal-P00349.tsv,0.3263217806816101
TestReal-P00297.tsv,0.3227679133415222
TestReal-P00030.tsv,0.3395974040031433
TestReal-P00556.tsv,0.33503827452659607
TestReal-P00139.tsv,0.3392714858055115
TestReal-P00231.tsv,0.31170350313186646
TestReal-P00503.tsv,0.334980309009552
TestReal-P00334.tsv,0.3455256521701813
TestReal-P00257.tsv,0.3362422287464142
TestReal-P00098.tsv,0.3260074257850647
TestReal-P00415.tsv,0.31939011812210083
TestReal-P00392.tsv,0.3248566687107086
TestReal-P00374.tsv,0.3300531208515167
TestReal-P00157.tsv,0.34999173879623413
TestReal-P00649.tsv,0.34526169300079346
TestReal-P00573.tsv,0.32502666115760803
TestReal-P00261.tsv,0.3130764067173004
TestReal-P00619.tsv,0.3292336165904999
TestReal-P00002.tsv,0.3363450765609741
TestReal-P00371.tsv,0.32134300470352173
TestReal-P00420.tsv,0.3393569886684418
TestReal-P00361.tsv,0.34186428785324097
TestReal-P00525.tsv,0.3343804180622101
TestReal-P00076.tsv,0.3548162281513214
TestReal-P00339.tsv,0.3175148069858551
TestReal-P00373.tsv,0.34233030676841736
TestReal-P00369.tsv,0.31670495867729187
TestReal-P00207.tsv,0.3863758444786072
TestReal-P00061.tsv,0.3320111632347107
TestReal-P00501.tsv,0.31096795201301575
TestReal-P00459.tsv,0.3580611050128937
TestReal-P00260.tsv,0.34968528151512146
TestReal-P00527.tsv,0.32632502913475037
TestReal-P00500.tsv,0.30994510650634766
TestReal-P00329.tsv,0.3388475775718689
TestReal-P00641.tsv,0.3348666727542877
TestReal-P00581.tsv,0.32368791103363037
TestReal-P00431.tsv,0.32459786534309387
TestReal-P00460.tsv,0.31648483872413635
TestReal-P00065.tsv,0.3367099165916443
TestReal-P00129.tsv,0.3471997082233429
TestReal-P00524.tsv,0.33836671710014343
TestReal-P00351.tsv,0.3292928636074066
TestReal-P00269.tsv,0.3063158690929413
TestReal-P00409.tsv,0.33016034960746765
TestReal-P00285.tsv,0.3133043348789215
TestReal-P00035.tsv,0.3187808692455292
TestReal-P00517.tsv,0.32667306065559387
TestReal-P00424.tsv,0.3163031041622162
TestReal-P00123.tsv,0.3319527804851532
TestReal-P00580.tsv,0.3261371850967407
TestReal-P00450.tsv,0.32923200726509094
TestReal-P00256.tsv,0.3456786572933197
TestReal-P00479.tsv,0.3200990855693817
TestReal-P00440.tsv,0.3423214852809906
TestReal-P00557.tsv,0.33341333270072937
TestReal-P00389.tsv,0.3125135004520416
TestReal-P00543.tsv,0.3426423668861389
TestReal-P00290.tsv,0.3342004716396332
TestReal-P00463.tsv,0.33346453309059143
TestReal-P00430.tsv,0.32139235734939575
TestReal-P00569.tsv,0.3155864179134369
TestReal-P00345.tsv,0.32762280106544495
TestReal-P00319.tsv,0.3126399517059326
TestReal-P00154.tsv,0.34651726484298706
TestReal-P00505.tsv,0.32414600253105164
TestReal-P00426.tsv,0.37359619140625
TestReal-P00153.tsv,0.31557077169418335
TestReal-P00330.tsv,0.31099703907966614
TestReal-P00665.tsv,0.33104759454727173
TestReal-P00656.tsv,0.32592564821243286
TestReal-P00539.tsv,0.32439109683036804
TestReal-P00274.tsv,0.31354820728302
TestReal-P00616.tsv,0.31909051537513733
TestReal-P00040.tsv,0.3300034999847412
TestReal-P00325.tsv,0.32845985889434814
TestReal-P00491.tsv,0.3319949805736542
TestReal-P00246.tsv,0.3141368329524994
TestReal-P00112.tsv,0.3341429531574249
TestReal-P00229.tsv,0.3115532696247101
TestReal-P00006.tsv,0.32305213809013367
TestReal-P00612.tsv,0.32896140217781067
TestReal-P00095.tsv,0.32958611845970154
TestReal-P00456.tsv,0.3367146849632263
TestReal-P00562.tsv,0.3264821171760559
TestReal-P00636.tsv,0.3275154232978821
TestReal-P00164.tsv,0.3599182069301605
TestReal-P00544.tsv,0.3154107928276062
TestReal-P00031.tsv,0.3224828243255615
TestReal-P00152.tsv,0.3140431046485901
TestReal-P00190.tsv,0.33454629778862
TestReal-P00417.tsv,0.3211788237094879
TestReal-P00657.tsv,0.34706613421440125
TestReal-P00249.tsv,0.320570707321167
TestReal-P00019.tsv,0.32844752073287964
TestReal-P00393.tsv,0.3234421908855438
TestReal-P00591.tsv,0.32777780294418335
TestReal-P00507.tsv,0.33061683177948
TestReal-P00258.tsv,0.34489861130714417
TestReal-P00354.tsv,0.3406375050544739
TestReal-P00180.tsv,0.33683064579963684
TestReal-P00408.tsv,0.33150550723075867
TestReal-P00521.tsv,0.3325721323490143
TestReal-P00367.tsv,0.37542715668678284
TestReal-P00254.tsv,0.321347177028656
TestReal-P00411.tsv,0.3212118148803711
TestReal-P00244.tsv,0.31872692704200745
TestReal-P00192.tsv,0.3375999927520752
TestReal-P00016.tsv,0.3259686827659607
TestReal-P00621.tsv,0.3284410238265991
TestReal-P00485.tsv,0.3295176923274994
TestReal-P00496.tsv,0.3657934069633484
TestReal-P00337.tsv,0.335774302482605
TestReal-P00513.tsv,0.30646365880966187
TestReal-P00511.tsv,0.3178805410861969
TestReal-P00179.tsv,0.31643015146255493
TestReal-P00321.tsv,0.33871522545814514
TestReal-P00024.tsv,0.33883029222488403
TestReal-P00271.tsv,0.3256610631942749
TestReal-P00473.tsv,0.32787662744522095
TestReal-P00387.tsv,0.323941707611084
TestReal-P00618.tsv,0.31482166051864624
TestReal-P00196.tsv,0.30863291025161743
TestReal-P00306.tsv,0.34249576926231384
TestReal-P00116.tsv,0.3225369453430176
TestReal-P00221.tsv,0.3227922022342682
TestReal-P00398.tsv,0.29855021834373474
TestReal-P00148.tsv,0.38164031505584717
TestReal-P00272.tsv,0.31204238533973694
TestReal-P00538.tsv,0.32639771699905396
TestReal-P00497.tsv,0.31082668900489807
TestReal-P00314.tsv,0.3334910571575165
TestReal-P00651.tsv,0.3378036320209503
TestReal-P00301.tsv,0.3219600021839142
TestReal-P00135.tsv,0.3108436167240143
TestReal-P00574.tsv,0.32722896337509155
TestReal-P00401.tsv,0.32753655314445496
TestReal-P00523.tsv,0.3055668771266937
TestReal-P00494.tsv,0.3319460153579712
TestReal-P00014.tsv,0.32422393560409546
TestReal-P00590.tsv,0.31307005882263184
TestReal-P00089.tsv,0.31860166788101196
TestReal-P00063.tsv,0.3402561545372009
TestReal-P00455.tsv,0.35530930757522583
TestReal-P00567.tsv,0.32808831334114075
TestReal-P00486.tsv,0.32419654726982117
TestReal-P00188.tsv,0.3306592106819153
TestReal-P00113.tsv,0.321498841047287
TestReal-P00402.tsv,0.3116737902164459
TestReal-P00575.tsv,0.3650217354297638
TestReal-P00427.tsv,0.31994903087615967
TestReal-P00341.tsv,0.3344503343105316
TestReal-P00464.tsv,0.3462388515472412
TestReal-P00251.tsv,0.32708725333213806
TestReal-P00087.tsv,0.31052979826927185
TestReal-P00078.tsv,0.31897276639938354
TestReal-P00009.tsv,0.33725279569625854
TestReal-P00276.tsv,0.30853915214538574
TestReal-P00536.tsv,0.3468745946884155
TestReal-P00623.tsv,0.3255274295806885
TestReal-P00323.tsv,0.3422258794307709
TestReal-P00004.tsv,0.3305032253265381
TestReal-P00391.tsv,0.3533060848712921
TestReal-P00396.tsv,0.32902082800865173
TestReal-P00499.tsv,0.3253558576107025
TestReal-P00458.tsv,0.3242192268371582
TestReal-P00377.tsv,0.3407742977142334
TestReal-P00388.tsv,0.32288286089897156
TestReal-P00226.tsv,0.3275485932826996
TestReal-P00412.tsv,0.3252706229686737
TestReal-P00145.tsv,0.3199385404586792
TestReal-P00348.tsv,0.33678290247917175
TestReal-P00448.tsv,0.34836336970329285
TestReal-P00359.tsv,0.3047315180301666
TestReal-P00429.tsv,0.3531663119792938
TestReal-P00508.tsv,0.3309746980667114
TestReal-P00144.tsv,0.32478636503219604
TestReal-P00451.tsv,0.3223342299461365
TestReal-P00668.tsv,0.33230435848236084
TestReal-P00168.tsv,0.31765514612197876
TestReal-P00210.tsv,0.32265743613243103
TestReal-P00376.tsv,0.3337579667568207
TestReal-P00298.tsv,0.33901041746139526
TestReal-P00558.tsv,0.3181917071342468
TestReal-P00057.tsv,0.3453045189380646
TestReal-P00467.tsv,0.34035155177116394
TestReal-P00438.tsv,0.32089075446128845
TestReal-P00346.tsv,0.3285999894142151
TestReal-P00211.tsv,0.33902880549430847
TestReal-P00604.tsv,0.3178994357585907
TestReal-P00571.tsv,0.33270353078842163
TestReal-P00203.tsv,0.3211978077888489
TestReal-P00206.tsv,0.3494352698326111
TestReal-P00048.tsv,0.3095940053462982
TestReal-P00414.tsv,0.32569941878318787
TestReal-P00554.tsv,0.33580276370048523
TestReal-P00051.tsv,0.3289262354373932
TestReal-P00639.tsv,0.33574536442756653
TestReal-P00109.tsv,0.3206937611103058
TestReal-P00138.tsv,0.3275981843471527
TestReal-P00182.tsv,0.3295265734195709
TestReal-P00199.tsv,0.34431570768356323
TestReal-P00605.tsv,0.338824063539505
TestReal-P00577.tsv,0.3041355311870575
TestReal-P00553.tsv,0.33198603987693787
TestReal-P00315.tsv,0.3218592703342438
TestReal-P00582.tsv,0.34140241146087646
TestReal-P00555.tsv,0.3337845206260681
TestReal-P00610.tsv,0.3214338719844818
TestReal-P00173.tsv,0.32562458515167236
TestReal-P00461.tsv,0.3377552628517151
TestReal-P00287.tsv,0.31938472390174866
TestReal-P00036.tsv,0.3232709765434265
TestReal-P00457.tsv,0.33582767844200134
TestReal-P00416.tsv,0.337787002325058
TestReal-P00428.tsv,0.3260231614112854
TestReal-P00515.tsv,0.32929033041000366
TestReal-P00549.tsv,0.31876060366630554
TestReal-P00162.tsv,0.320412814617157
TestReal-P00566.tsv,0.31431132555007935
TestReal-P00531.tsv,0.31382620334625244
